Category	Gene	Transcript	Gene Category	Transcript Size	Transcript Category	Transcript Rfam family	Transcript GO	Gene GO	GO (Guilt by association)
Accessory	OG661859	LCP85-384_k25_TRINITY_DN34980_c0_g4_i4	lncRNA	868.0	lncRNA				GO:0051259,GO:0051260,GO:0008150,GO:0044085,GO:0006419,GO:1990116,GO:0072344,GO:0043603,GO:0006952,GO:0043604,GO:0006147,GO:0006152,GO:0009164,GO:0009257,GO:0032197,GO:0033119,GO:0033388,GO:0034656,GO:0045717,GO:0046098,GO:0048025,GO:0090239,GO:0090241,GO:0006518,GO:0019318,GO:0022607,GO:0042254,GO:0009629,GO:0009630,GO:0010467,GO:0010035,GO:0043933,GO:0006412,GO:0006145,GO:0006231,GO:0009176,GO:0009177,GO:0009256,GO:0042304,GO:0042372,GO:0042374,GO:0046073,GO:0046113,GO:0050686,GO:0051574,GO:0140053,GO:0042274,GO:0065003,GO:0009414,GO:0043043,GO:0009606,GO:0031326,GO:0006950,GO:0006473,GO:0009889,GO:0009415,GO:0000056,GO:0001188,GO:0006349,GO:0006390,GO:0006880,GO:0009219,GO:0009221,GO:0009265,GO:0009292,GO:0009294,GO:0009959,GO:0031062,GO:0035494,GO:0042371,GO:0042373,GO:0044764,GO:0045922,GO:0046385,GO:0051055,GO:0051262,GO:0051289,GO:0071514,GO:0097577,GO:0016310,GO:0009651,GO:0044267,GO:0043543,GO:0022613,GO:0005996,GO:0010941,GO:0010468,GO:0002100,GO:0006361,GO:0006382,GO:0009263,GO:0010032,GO:0010089,GO:0010190,GO:0019217,GO:0031058,GO:0035067,GO:0042631,GO:0051238,GO:0071462,GO:1901002,GO:1901658,GO:1901984,GO:1905269,GO:2000757,GO:0006090,GO:0048367,GO:2000112
Accessory	OG661859	MS6847_k25_TRINITY_DN40214_c0_g1_i1	lncRNA	697.0	lncRNA				GO:0051259,GO:0051260,GO:0008150,GO:0044085,GO:0006419,GO:1990116,GO:0072344,GO:0043603,GO:0006952,GO:0043604,GO:0006147,GO:0006152,GO:0009164,GO:0009257,GO:0032197,GO:0033119,GO:0033388,GO:0034656,GO:0045717,GO:0046098,GO:0048025,GO:0090239,GO:0090241,GO:0006518,GO:0019318,GO:0022607,GO:0042254,GO:0009629,GO:0009630,GO:0010467,GO:0010035,GO:0043933,GO:0006412,GO:0006145,GO:0006231,GO:0009176,GO:0009177,GO:0009256,GO:0042304,GO:0042372,GO:0042374,GO:0046073,GO:0046113,GO:0050686,GO:0051574,GO:0140053,GO:0042274,GO:0065003,GO:0009414,GO:0043043,GO:0009606,GO:0031326,GO:0006950,GO:0006473,GO:0009889,GO:0009415,GO:0000056,GO:0001188,GO:0006349,GO:0006390,GO:0006880,GO:0009219,GO:0009221,GO:0009265,GO:0009292,GO:0009294,GO:0009959,GO:0031062,GO:0035494,GO:0042371,GO:0042373,GO:0044764,GO:0045922,GO:0046385,GO:0051055,GO:0051262,GO:0051289,GO:0071514,GO:0097577,GO:0016310,GO:0009651,GO:0044267,GO:0043543,GO:0022613,GO:0005996,GO:0010941,GO:0010468,GO:0002100,GO:0006361,GO:0006382,GO:0009263,GO:0010032,GO:0010089,GO:0010190,GO:0019217,GO:0031058,GO:0035067,GO:0042631,GO:0051238,GO:0071462,GO:1901002,GO:1901658,GO:1901984,GO:1905269,GO:2000757,GO:0006090,GO:0048367,GO:2000112
Accessory	OG661859	QS99-2014_k25_TRINITY_DN10840_c0_g3_i1	lncRNA	700.0	lncRNA				GO:0051259,GO:0051260,GO:0008150,GO:0044085,GO:0006419,GO:1990116,GO:0072344,GO:0043603,GO:0006952,GO:0043604,GO:0006147,GO:0006152,GO:0009164,GO:0009257,GO:0032197,GO:0033119,GO:0033388,GO:0034656,GO:0045717,GO:0046098,GO:0048025,GO:0090239,GO:0090241,GO:0006518,GO:0019318,GO:0022607,GO:0042254,GO:0009629,GO:0009630,GO:0010467,GO:0010035,GO:0043933,GO:0006412,GO:0006145,GO:0006231,GO:0009176,GO:0009177,GO:0009256,GO:0042304,GO:0042372,GO:0042374,GO:0046073,GO:0046113,GO:0050686,GO:0051574,GO:0140053,GO:0042274,GO:0065003,GO:0009414,GO:0043043,GO:0009606,GO:0031326,GO:0006950,GO:0006473,GO:0009889,GO:0009415,GO:0000056,GO:0001188,GO:0006349,GO:0006390,GO:0006880,GO:0009219,GO:0009221,GO:0009265,GO:0009292,GO:0009294,GO:0009959,GO:0031062,GO:0035494,GO:0042371,GO:0042373,GO:0044764,GO:0045922,GO:0046385,GO:0051055,GO:0051262,GO:0051289,GO:0071514,GO:0097577,GO:0016310,GO:0009651,GO:0044267,GO:0043543,GO:0022613,GO:0005996,GO:0010941,GO:0010468,GO:0002100,GO:0006361,GO:0006382,GO:0009263,GO:0010032,GO:0010089,GO:0010190,GO:0019217,GO:0031058,GO:0035067,GO:0042631,GO:0051238,GO:0071462,GO:1901002,GO:1901658,GO:1901984,GO:1905269,GO:2000757,GO:0006090,GO:0048367,GO:2000112
Exclusive	OG663019	KQ08-2850_k31_TRINITY_DN11570_c0_g1_i12	lncRNA	528.0	lncRNA				GO:0019684,GO:0009416,GO:0007166,GO:0009314,GO:0015979,GO:0009687,GO:0042439,GO:0043288,GO:0070291,GO:0009765,GO:0016106,GO:0050779,GO:0061157,GO:0015977,GO:1902644,GO:0050896,GO:0061014,GO:0031331,GO:0006714,GO:0009267,GO:0006952,GO:0009411,GO:0007165,GO:0009896,GO:0006099,GO:1903313,GO:0009650,GO:0009768,GO:0052863,GO:0052865,GO:0006563,GO:0016036,GO:0051443,GO:0023052,GO:0009304,GO:0009688,GO:0010115,GO:0010116,GO:0042148,GO:0042797,GO:0043289,GO:1901998,GO:1902645,GO:1902930,GO:1902932,GO:1905613,GO:1905615,GO:0009070,GO:0034502,GO:0048639,GO:0007154,GO:0009767,GO:0018205,GO:0010114,GO:0031398,GO:0051438,GO:0045116,GO:0097428,GO:0006091,GO:0051716,GO:0019722,GO:0019932,GO:0010638,GO:0031396,GO:0031329,GO:0051173,GO:0043488,GO:0019725,GO:0042594,GO:0009639,GO:1903322,GO:0031325,GO:0006545,GO:0010223,GO:0010304,GO:0010346,GO:0019264,GO:0031297,GO:0080186,GO:0006290,GO:1903320,GO:0017148,GO:0043487,GO:0051094,GO:0048518,GO:0034314,GO:0000288,GO:0006479,GO:0008213
Exclusive	OG663863	ROC22_k31_TRINITY_DN36080_c0_g1_i6	lncRNA	1670.0	lncRNA				GO:0045736,GO:1904030,GO:0051090,GO:0006071,GO:0019400,GO:0051348,GO:0006469,GO:0033673,GO:0071901,GO:1902074,GO:0002229,GO:0002239,GO:0046901,GO:0048507,GO:0015074,GO:0001933,GO:0009860,GO:0036294,GO:0042326,GO:0071453,GO:0071456,GO:0042221,GO:0010117,GO:0002182,GO:0046900,GO:0042744,GO:2000280,GO:0010563,GO:0045936,GO:0072593,GO:0016441,GO:0048589,GO:0006646,GO:0046337,GO:0010073,GO:0031425,GO:0046903,GO:0009735,GO:0010014,GO:0010821,GO:0019320,GO:0030388,GO:0032351,GO:0032353,GO:0040034,GO:0042276,GO:0043434,GO:0043446,GO:0043447,GO:0046786,GO:0048506,GO:0048510,GO:0051091,GO:0090421,GO:0098609,GO:0006658,GO:0006659,GO:0051338,GO:0009396,GO:0009846,GO:0017182,GO:0017183,GO:0030091,GO:1900247,GO:0055067,GO:0051239,GO:0009200,GO:0016032,GO:0062014,GO:0097503,GO:0042398,GO:0042325,GO:0051187,GO:0001101,GO:0090567,GO:2000026,GO:0009908,GO:0097305,GO:0042743,GO:0048509,GO:0043549,GO:1902600,GO:0009636,GO:2001023,GO:0006566,GO:0009088,GO:0035725,GO:0050793,GO:0006549,GO:0009097,GO:0030422,GO:1901700,GO:0015718,GO:0009736,GO:0071368,GO:0009826,GO:0035194,GO:0042559,GO:0060560
Exclusive	OG663863	ROC22_k25_TRINITY_DN38736_c0_g2_i12	lncRNA	1640.0	lncRNA				GO:0045736,GO:1904030,GO:0051090,GO:0006071,GO:0019400,GO:0051348,GO:0006469,GO:0033673,GO:0071901,GO:1902074,GO:0002229,GO:0002239,GO:0046901,GO:0048507,GO:0015074,GO:0001933,GO:0009860,GO:0036294,GO:0042326,GO:0071453,GO:0071456,GO:0042221,GO:0010117,GO:0002182,GO:0046900,GO:0042744,GO:2000280,GO:0010563,GO:0045936,GO:0072593,GO:0016441,GO:0048589,GO:0006646,GO:0046337,GO:0010073,GO:0031425,GO:0046903,GO:0009735,GO:0010014,GO:0010821,GO:0019320,GO:0030388,GO:0032351,GO:0032353,GO:0040034,GO:0042276,GO:0043434,GO:0043446,GO:0043447,GO:0046786,GO:0048506,GO:0048510,GO:0051091,GO:0090421,GO:0098609,GO:0006658,GO:0006659,GO:0051338,GO:0009396,GO:0009846,GO:0017182,GO:0017183,GO:0030091,GO:1900247,GO:0055067,GO:0051239,GO:0009200,GO:0016032,GO:0062014,GO:0097503,GO:0042398,GO:0042325,GO:0051187,GO:0001101,GO:0090567,GO:2000026,GO:0009908,GO:0097305,GO:0042743,GO:0048509,GO:0043549,GO:1902600,GO:0009636,GO:2001023,GO:0006566,GO:0009088,GO:0035725,GO:0050793,GO:0006549,GO:0009097,GO:0030422,GO:1901700,GO:0015718,GO:0009736,GO:0071368,GO:0009826,GO:0035194,GO:0042559,GO:0060560
Accessory	OG674869	GXU-34140_k25_TRINITY_DN7915_c0_g3_i1	lncRNA	651.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	GXU-34140_k25_TRINITY_DN7915_c0_g3_i2	lncRNA	636.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	KQB07-23863_k31_TRINITY_DN2533_c0_g2_i4	lncRNA	672.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	KQB09-20432_k25_TRINITY_DN22286_c0_g1_i4	lncRNA	561.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	KQB09-20432_k25_TRINITY_DN22286_c0_g1_i1	lncRNA	555.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	KQB09-23137_k31_TRINITY_DN2145_c0_g1_i16	lncRNA	589.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	KQB09-23137_k31_TRINITY_DN2145_c0_g1_i8	lncRNA	545.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG674869	QA96-1749_k25_TRINITY_DN51613_c0_g1_i5	lncRNA	539.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Exclusive	OG684922	FN95-1702_k25_TRINITY_DN473_c1_g1_i3	lncRNA	905.0	lncRNA				GO:0006722,GO:0016104,GO:0016114,GO:0006721,GO:0008299,GO:0008150,GO:1901701,GO:1901700,GO:0071229,GO:0006720,GO:0046677,GO:0018193,GO:0009226,GO:0016554,GO:0071310,GO:0071495,GO:0071236,GO:0071396,GO:0006265,GO:0032870,GO:0016553,GO:0018208,GO:0043647,GO:0046855,GO:0071545,GO:0042752,GO:0001101,GO:0046942,GO:0044282,GO:0015849,GO:0006928,GO:0009225,GO:0000466,GO:0046174,GO:0046838,GO:0035690,GO:0016311,GO:0090305,GO:0009298,GO:1900865,GO:0000460,GO:0044255,GO:0006865,GO:0046164,GO:0007018,GO:0042493,GO:0070887,GO:1901616,GO:0019673,GO:0048653,GO:0009987,GO:0000413,GO:0018216,GO:0019751,GO:0009751,GO:0009738,GO:0071407,GO:0033993,GO:0010033,GO:0018195,GO:0006952,GO:0048827,GO:0022411,GO:0009719,GO:0009266,GO:0000459,GO:0000467,GO:0016570,GO:0071215,GO:0097306,GO:0006574,GO:0006921,GO:0007142,GO:0007639,GO:0009616,GO:0009720,GO:0009726,GO:0009729,GO:0009836,GO:0010384,GO:0010404,GO:0010409,GO:0030262,GO:0030263,GO:0030473,GO:0033614,GO:0039692,GO:0039694,GO:0043461,GO:0044003,GO:0045070,GO:0045091,GO:0045870,GO:0048524,GO:0048872,GO:0048873,GO:0051817,GO:0052018,GO:0052249,GO:0070301,GO:0072697,GO:0072699,GO:0090436,GO:0097194,GO:0098586,GO:1901527,GO:1901703,GO:1903902,GO:0044238,GO:0071446,GO:0044237,GO:0031125,GO:0090116,GO:0009755,GO:0009725,GO:0014070,GO:0007017,GO:0048438,GO:0071704,GO:0018126,GO:0043086,GO:0015711,GO:0006807,GO:0044092,GO:0017182,GO:0017183,GO:0034762,GO:0034765,GO:0048443,GO:0048466,GO:1900247,GO:0000469,GO:0008152,GO:0006950
Accessory	OG685179	CoV92102_k31_TRINITY_DN12099_c0_g2_i2	lncRNA	772.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Accessory	OG685179	Q200_k25_TRINITY_DN1854_c0_g1_i8	lncRNA	929.0	lncRNA				GO:0006722,GO:0016104,GO:0032456,GO:0006272,GO:0006287,GO:0006297,GO:0045004,GO:0006164,GO:0006271,GO:0022616,GO:0072522,GO:0030029,GO:0007032,GO:0042256,GO:0009152,GO:0032200,GO:0016482,GO:0045022,GO:0098927,GO:0051301,GO:0000481,GO:0006528,GO:0006529,GO:0030050,GO:0031440,GO:0032205,GO:0032211,GO:0051014,GO:0051030,GO:0051972,GO:0051974,GO:0097061,GO:0097064,GO:0099515,GO:0099518,GO:0106027,GO:1904357,GO:2000279,GO:0009201,GO:0009145,GO:0009206,GO:0009260,GO:0006598,GO:0070536,GO:1904356,GO:2000278,GO:0046390,GO:0009142,GO:0019184,GO:0032392,GO:0032508,GO:0006750,GO:0000244,GO:0009310,GO:0042402,GO:0048268,GO:0043647,GO:0009411,GO:0009615,GO:0046174,GO:0000723,GO:0032204,GO:0006828,GO:0071421,GO:0098876,GO:0034660,GO:0051261,GO:0006399,GO:0030048
Exclusive	OG686932	QN05-1509_k25_TRINITY_DN18610_c0_g1_i6	lncRNA	745.0	lncRNA				GO:0071941,GO:0019941,GO:0043632,GO:1901565,GO:0051603,GO:0010247,GO:0010337,GO:0062210,GO:0090352,GO:1903314,GO:0044257,GO:0030163,GO:0010113,GO:1903241,GO:0006511,GO:0006935,GO:0010183,GO:0031099,GO:0042330,GO:0046208,GO:0050826,GO:0050918,GO:0016480,GO:0043419,GO:0006359,GO:0006598,GO:0008215,GO:0010112,GO:0019627,GO:0042126,GO:0042128,GO:0043605,GO:0044205,GO:2001057
Exclusive	OG686932	QN05-1509_k25_TRINITY_DN18610_c0_g1_i4	lncRNA	649.0	lncRNA				GO:0071941,GO:0019941,GO:0043632,GO:1901565,GO:0051603,GO:0010247,GO:0010337,GO:0062210,GO:0090352,GO:1903314,GO:0044257,GO:0030163,GO:0010113,GO:1903241,GO:0006511,GO:0006935,GO:0010183,GO:0031099,GO:0042330,GO:0046208,GO:0050826,GO:0050918,GO:0016480,GO:0043419,GO:0006359,GO:0006598,GO:0008215,GO:0010112,GO:0019627,GO:0042126,GO:0042128,GO:0043605,GO:0044205,GO:2001057
Accessory	OG687349	KQB07-23990_k31_TRINITY_DN206_c0_g1_i1	lncRNA	600.0	lncRNA				GO:0005985,GO:0031667,GO:0005975,GO:0006526,GO:0032104,GO:0032107,GO:0006950,GO:0009991,GO:0006525,GO:0010020,GO:0043572,GO:0030245,GO:0051275,GO:0008150,GO:0000911,GO:0007020,GO:0032101,GO:0009311,GO:0032103,GO:1905393,GO:0009235,GO:0009236,GO:0009963,GO:0031221,GO:0035884,GO:0097320,GO:1903525,GO:1903527,GO:1903729,GO:0044262,GO:0048285,GO:0046785,GO:0033554,GO:0009100,GO:0005984,GO:0031109,GO:0050896,GO:0051656,GO:0000919,GO:0009920,GO:0019323,GO:0019478,GO:0042450,GO:0042843,GO:0070841,GO:0090083,GO:0090084,GO:0097201,GO:1902626,GO:2000904,GO:1901607,GO:0044275,GO:1901605,GO:0009056,GO:0000910,GO:0009251,GO:0044247,GO:0051640,GO:0006903,GO:0009084,GO:0005986,GO:0034219,GO:0017144,GO:0006432,GO:0006692,GO:0006693,GO:0032781,GO:0033559,GO:0042572,GO:0043618,GO:0043620,GO:0080006,GO:1990641,GO:0008652,GO:0042744,GO:0051648,GO:0051650,GO:0009553,GO:0042176,GO:0006310,GO:0048646,GO:0006486,GO:0043413,GO:0009605,GO:0034976,GO:0042743,GO:0001523,GO:0006591,GO:0007009,GO:0009237,GO:0019290,GO:0019509,GO:0032106,GO:0032109,GO:0042256,GO:0043102,GO:0046365,GO:0071267,GO:0080040,GO:0140255,GO:1903189,GO:0009101,GO:0051301,GO:0019321,GO:0051273,GO:0009832,GO:0017001
Accessory	OG687349	QN05-1509_k25_TRINITY_DN325_c0_g1_i3	lncRNA	682.0	lncRNA				GO:0005985,GO:0031667,GO:0005975,GO:0006526,GO:0032104,GO:0032107,GO:0006950,GO:0009991,GO:0006525,GO:0010020,GO:0043572,GO:0030245,GO:0051275,GO:0008150,GO:0000911,GO:0007020,GO:0032101,GO:0009311,GO:0032103,GO:1905393,GO:0009235,GO:0009236,GO:0009963,GO:0031221,GO:0035884,GO:0097320,GO:1903525,GO:1903527,GO:1903729,GO:0044262,GO:0048285,GO:0046785,GO:0033554,GO:0009100,GO:0005984,GO:0031109,GO:0050896,GO:0051656,GO:0000919,GO:0009920,GO:0019323,GO:0019478,GO:0042450,GO:0042843,GO:0070841,GO:0090083,GO:0090084,GO:0097201,GO:1902626,GO:2000904,GO:1901607,GO:0044275,GO:1901605,GO:0009056,GO:0000910,GO:0009251,GO:0044247,GO:0051640,GO:0006903,GO:0009084,GO:0005986,GO:0034219,GO:0017144,GO:0006432,GO:0006692,GO:0006693,GO:0032781,GO:0033559,GO:0042572,GO:0043618,GO:0043620,GO:0080006,GO:1990641,GO:0008652,GO:0042744,GO:0051648,GO:0051650,GO:0009553,GO:0042176,GO:0006310,GO:0048646,GO:0006486,GO:0043413,GO:0009605,GO:0034976,GO:0042743,GO:0001523,GO:0006591,GO:0007009,GO:0009237,GO:0019290,GO:0019509,GO:0032106,GO:0032109,GO:0042256,GO:0043102,GO:0046365,GO:0071267,GO:0080040,GO:0140255,GO:1903189,GO:0009101,GO:0051301,GO:0019321,GO:0051273,GO:0009832,GO:0017001
