NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
7853	364884	soft-core	20	5
217617	1227280	accessory	20	5
199997	267562	exclusive	20	5
420376	1799357	pan	20	6
1782	85877	hard-core	20	6
7004	319577	soft-core	20	6
210357	1214761	accessory	20	6
203015	265019	exclusive	20	6
455633	2094730	pan	20	7
1898	94660	hard-core	20	7
7782	370233	soft-core	20	7
251270	1456173	accessory	20	7
196581	268324	exclusive	20	7
399145	1732943	pan	20	8
2438	114492	hard-core	20	8
7479	336694	soft-core	20	8
202299	1155151	accessory	20	8
189367	241098	exclusive	20	8
454670	2090747	pan	20	9
2918	147344	hard-core	20	9
8207	387196	soft-core	20	9
255649	1443715	accessory	20	9
190814	259836	exclusive	20	9
494140	2244092	pan	20	10
1870	95677	hard-core	20	10
7735	372088	soft-core	20	10
266160	1524682	accessory	20	10
220245	347322	exclusive	20	10
389023	1734395	pan	20	11
2614	126958	hard-core	20	11
7491	340501	soft-core	20	11
203598	1167362	accessory	20	11
177934	226532	exclusive	20	11
489489	2167430	pan	20	12
2980	158236	hard-core	20	12
8151	392470	soft-core	20	12
252678	1413203	accessory	20	12
228660	361757	exclusive	20	12
408041	1703808	pan	20	13
1683	79917	hard-core	20	13
6874	302339	soft-core	20	13
195583	1087231	accessory	20	13
205584	314238	exclusive	20	13
422634	1898645	pan	20	14
3437	177527	hard-core	20	14
8149	386230	soft-core	20	14
221437	1259064	accessory	20	14
193048	253351	exclusive	20	14
453705	2074923	pan	20	15
2523	131888	hard-core	20	15
8040	385966	soft-core	20	15
251408	1428427	accessory	20	15
194257	260530	exclusive	20	15
471798	2104746	pan	20	16
2972	156145	hard-core	20	16
8126	389920	soft-core	20	16
238184	1366681	accessory	20	16
225488	348145	exclusive	20	16
402834	1691246	pan	20	17
2327	109595	hard-core	20	17
7056	311695	soft-core	20	17
199106	1130259	accessory	20	17
196672	249292	exclusive	20	17
411657	1774930	pan	20	18
2452	120940	hard-core	20	18
7910	359527	soft-core	20	18
207217	1162517	accessory	20	18
196530	252886	exclusive	20	18
457364	2081619	pan	20	19
2865	147141	hard-core	20	19
8013	382108	soft-core	20	19
251677	1432224	accessory	20	19
197674	267287	exclusive	20	19
430408	2064430	pan	21	0
3599	201823	hard-core	21	0
8252	420494	soft-core	21	0
235293	1398128	accessory	21	0
186863	245808	exclusive	21	0
488041	2196179	pan	21	1
1807	95542	hard-core	21	1
7383	367995	soft-core	21	1
257587	1479691	accessory	21	1
223071	348493	exclusive	21	1
461590	2161561	pan	21	2
2541	133146	hard-core	21	2
8014	403466	soft-core	21	2
259481	1496441	accessory	21	2
194095	261654	exclusive	21	2
452652	1996441	pan	21	3
2567	131055	hard-core	21	3
7282	353102	soft-core	21	3
218734	1285011	accessory	21	3
226636	358328	exclusive	21	3
414748	1821366	pan	21	4
2413	119449	hard-core	21	4
7623	360343	soft-core	21	4
212962	1210989	accessory	21	4
194163	250034	exclusive	21	4
435911	2002219	pan	21	5
3342	181328	hard-core	21	5
7947	396765	soft-core	21	5
232385	1344219	accessory	21	5
195579	261235	exclusive	21	5
458019	1969428	pan	21	6
1804	93883	hard-core	21	6
6845	331646	soft-core	21	6
224537	1286266	accessory	21	6
226637	351516	exclusive	21	6
408918	1815215	pan	21	7
2023	101297	hard-core	21	7
7356	349414	soft-core	21	7
214546	1227246	accessory	21	7
187016	238555	exclusive	21	7
458468	2000589	pan	21	8
1941	99479	hard-core	21	8
7171	345523	soft-core	21	8
224861	1305954	accessory	21	8
226436	349112	exclusive	21	8
446667	2074169	pan	21	9
3046	158774	hard-core	21	9
8331	412432	soft-core	21	9
244049	1400803	accessory	21	9
194287	260934	exclusive	21	9
459733	2130932	pan	21	10
2664	138257	hard-core	21	10
7636	379669	soft-core	21	10
259704	1488882	accessory	21	10
192393	262381	exclusive	21	10
453343	2075084	pan	21	11
2453	125021	hard-core	21	11
7831	386506	soft-core	21	11
249288	1425308	accessory	21	11
196224	263270	exclusive	21	11
479693	2167634	pan	21	12
2087	115179	hard-core	21	12
7379	371662	soft-core	21	12
250585	1452274	accessory	21	12
221729	343698	exclusive	21	12
450228	2104570	pan	21	13
2981	157711	hard-core	21	13
8248	415518	soft-core	21	13
246471	1425744	accessory	21	13
195509	263308	exclusive	21	13
488541	2285439	pan	21	14
3055	172181	hard-core	21	14
8103	420601	soft-core	21	14
256814	1510789	accessory	21	14
223624	354049	exclusive	21	14
468541	2159358	pan	21	15
3277	179893	hard-core	21	15
7617	387991	soft-core	21	15
234932	1410422	accessory	21	15
225992	360945	exclusive	21	15
473166	2117957	pan	21	16
1794	93790	hard-core	21	16
7142	351902	soft-core	21	16
244310	1422117	accessory	21	16
221714	343938	exclusive	21	16
447492	2029500	pan	21	17
2097	112600	hard-core	21	17
7398	364041	soft-core	21	17
240363	1402095	accessory	21	17
199731	263364	exclusive	21	17
491258	2322320	pan	21	18
3557	200544	hard-core	21	18
8301	428967	soft-core	21	18
257946	1533730	accessory	21	18
225011	359623	exclusive	21	18
506575	2401489	pan	21	19
3117	175325	hard-core	21	19
8091	421868	soft-core	21	19
276689	1621299	accessory	21	19
221795	358322	exclusive	21	19
461657	2170755	pan	22	0
2430	130501	hard-core	22	0
7118	367866	soft-core	22	0
262373	1537179	accessory	22	0
192166	265710	exclusive	22	0
437558	2017025	pan	22	1
1987	107131	hard-core	22	1
7106	364796	soft-core	22	1
231815	1391068	accessory	22	1
198637	261161	exclusive	22	1
429220	2026081	pan	22	2
2824	152198	hard-core	22	2
7705	397876	soft-core	22	2
231546	1376165	accessory	22	2
189969	252040	exclusive	22	2
488111	2291795	pan	22	3
2949	166147	hard-core	22	3
7842	421271	soft-core	22	3
253710	1508281	accessory	22	3
226559	362243	exclusive	22	3
458621	2130135	pan	22	4
1956	105900	hard-core	22	4
7119	367780	soft-core	22	4
252298	1494804	accessory	22	4
199204	267551	exclusive	22	4
451701	2066936	pan	22	5
1777	94521	hard-core	22	5
6945	353194	soft-core	22	5
248403	1453621	accessory	22	5
196353	260121	exclusive	22	5
444525	2045079	pan	22	6
2405	131732	hard-core	22	6
7302	377410	soft-core	22	6
229080	1345123	accessory	22	6
208143	322546	exclusive	22	6
511678	2437368	pan	22	7
3393	200608	hard-core	22	7
8008	433209	soft-core	22	7
281709	1638107	accessory	22	7
221961	366052	exclusive	22	7
498592	2369432	pan	22	8
2838	163941	hard-core	22	8
7650	415697	soft-core	22	8
265866	1592597	accessory	22	8
225076	361138	exclusive	22	8
493054	2258156	pan	22	9
2264	124136	hard-core	22	9
7004	366523	soft-core	22	9
260581	1534339	accessory	22	9
225469	357294	exclusive	22	9
506901	2429170	pan	22	10
1604	90123	hard-core	22	10
6910	362239	soft-core	22	10
291417	1724148	accessory	22	10
208574	342783	exclusive	22	10
452277	2140808	pan	22	11
2681	143946	hard-core	22	11
7483	388047	soft-core	22	11
254944	1499391	accessory	22	11
189850	253370	exclusive	22	11
459823	2194903	pan	22	12
1921	104575	hard-core	22	12
7466	391379	soft-core	22	12
259936	1547840	accessory	22	12
192421	255684	exclusive	22	12
442899	2002859	pan	22	13
1657	87013	hard-core	22	13
6979	349428	soft-core	22	13
235706	1395193	accessory	22	13
200214	258238	exclusive	22	13
498931	2396914	pan	22	14
3417	202426	hard-core	22	14
7944	434815	soft-core	22	14
266670	1601687	accessory	22	14
224317	360412	exclusive	22	14
497507	2298983	pan	22	15
2118	116008	hard-core	22	15
6880	360557	soft-core	22	15
264155	1578201	accessory	22	15
226472	360225	exclusive	22	15
496213	2309811	pan	22	16
2534	141423	hard-core	22	16
7258	386914	soft-core	22	16
257989	1552113	accessory	22	16
230966	370784	exclusive	22	16
439434	2000742	pan	22	17
2836	155527	hard-core	22	17
7639	386476	soft-core	22	17
237785	1360044	accessory	22	17
194010	254222	exclusive	22	17
455824	2039608	pan	22	18
2115	115633	hard-core	22	18
7227	364903	soft-core	22	18
242772	1401942	accessory	22	18
205825	272763	exclusive	22	18
433980	1872422	pan	22	19
1528	76981	hard-core	22	19
6312	302803	soft-core	22	19
226296	1307303	accessory	22	19
201372	262316	exclusive	22	19
478097	2264321	pan	23	0
3372	201121	hard-core	23	0
7593	422013	soft-core	23	0
245484	1481860	accessory	23	0
225020	360448	exclusive	23	0
393363	1768308	pan	23	1
1539	81444	hard-core	23	1
6128	307418	soft-core	23	1
204858	1228976	accessory	23	1
182377	231914	exclusive	23	1
440095	2066890	pan	23	2
1696	95699	hard-core	23	2
6836	366537	soft-core	23	2
235844	1443231	accessory	23	2
197415	257122	exclusive	23	2
516818	2565822	pan	23	3
2749	162448	hard-core	23	3
7493	427418	soft-core	23	3
291401	1782870	accessory	23	3
217924	355534	exclusive	23	3
408453	1810979	pan	23	4
1924	103881	hard-core	23	4
6705	338954	soft-core	23	4
209474	1219130	accessory	23	4
192274	252895	exclusive	23	4
473998	2398876	pan	23	5
2882	170724	hard-core	23	5
7819	441249	soft-core	23	5
280360	1699278	accessory	23	5
185819	258349	exclusive	23	5
462937	2300294	pan	23	6
3570	214701	hard-core	23	6
8005	446807	soft-core	23	6
265296	1596080	accessory	23	6
189636	257407	exclusive	23	6
523379	2683572	pan	23	7
2789	166434	hard-core	23	7
7825	452763	soft-core	23	7
307967	1875840	accessory	23	7
207587	354969	exclusive	23	7
434714	2033088	pan	23	8
1936	107325	hard-core	23	8
7121	378968	soft-core	23	8
234465	1403410	accessory	23	8
193128	250710	exclusive	23	8
439415	2154794	pan	23	9
2624	155673	hard-core	23	9
7634	417320	soft-core	23	9
244396	1495409	accessory	23	9
187385	242065	exclusive	23	9
484029	2447980	pan	23	10
2280	133512	hard-core	23	10
7272	405549	soft-core	23	10
294173	1786140	accessory	23	10
182584	256291	exclusive	23	10
498607	2319563	pan	23	11
1618	93291	hard-core	23	11
6408	346499	soft-core	23	11
270755	1622331	accessory	23	11
221444	350733	exclusive	23	11
452209	2018138	pan	23	12
1546	83994	hard-core	23	12
6504	334822	soft-core	23	12
240867	1410751	accessory	23	12
204838	272565	exclusive	23	12
512072	2449919	pan	23	13
2231	131287	hard-core	23	13
6915	387098	soft-core	23	13
285159	1705997	accessory	23	13
219998	356824	exclusive	23	13
453769	2074557	pan	23	14
1610	88190	hard-core	23	14
6522	340081	soft-core	23	14
248982	1473092	accessory	23	14
198265	261384	exclusive	23	14
473643	2282254	pan	23	15
2792	163567	hard-core	23	15
7256	400037	soft-core	23	15
269853	1613909	accessory	23	15
196534	268308	exclusive	23	15
465434	2180319	pan	23	16
1651	90319	hard-core	23	16
6546	343652	soft-core	23	16
262171	1575685	accessory	23	16
196717	260982	exclusive	23	16
484526	2281298	pan	23	17
2359	137192	hard-core	23	17
7243	398067	soft-core	23	17
258930	1539686	accessory	23	17
218353	343545	exclusive	23	17
444493	2103373	pan	23	18
2536	141631	hard-core	23	18
6858	367590	soft-core	23	18
247114	1484161	accessory	23	18
190521	251622	exclusive	23	18
497524	2350263	pan	23	19
1807	105923	hard-core	23	19
6966	388600	soft-core	23	19
267709	1609335	accessory	23	19
222849	352328	exclusive	23	19
492765	2328111	pan	24	0
1831	110025	hard-core	24	0
6818	387244	soft-core	24	0
263847	1590252	accessory	24	0
222100	350615	exclusive	24	0
504756	2430429	pan	24	1
1708	102729	hard-core	24	1
6776	388631	soft-core	24	1
278013	1690423	accessory	24	1
219967	351375	exclusive	24	1
506702	2463156	pan	24	2
2253	135319	hard-core	24	2
7014	405234	soft-core	24	2
281468	1711291	accessory	24	2
218220	346631	exclusive	24	2
515207	2530145	pan	24	3
1909	118134	hard-core	24	3
6825	403502	soft-core	24	3
284855	1766388	accessory	24	3
223527	360255	exclusive	24	3
488891	2358912	pan	24	4
2119	129938	hard-core	24	4
6994	400395	soft-core	24	4
265635	1622064	accessory	24	4
216262	336453	exclusive	24	4
494607	2444431	pan	24	5
2864	180966	hard-core	24	5
7165	420944	soft-core	24	5
270555	1681198	accessory	24	5
216887	342289	exclusive	24	5
474814	2378714	pan	24	6
2317	136145	hard-core	24	6
7355	425563	soft-core	24	6
271195	1685009	accessory	24	6
196264	268142	exclusive	24	6
485555	2504423	pan	24	7
3077	194110	hard-core	24	7
7904	462863	soft-core	24	7
295805	1791488	accessory	24	7
181846	250072	exclusive	24	7
443363	2055237	pan	24	8
1722	96582	hard-core	24	8
6478	350123	soft-core	24	8
241871	1448248	accessory	24	8
195014	256866	exclusive	24	8
432879	2035252	pan	24	9
1552	86480	hard-core	24	9
6374	343302	soft-core	24	9
236128	1445755	accessory	24	9
190377	246195	exclusive	24	9
448509	2104312	pan	24	10
1579	90916	hard-core	24	10
6488	354269	soft-core	24	10
244273	1489020	accessory	24	10
197748	261023	exclusive	24	10
514236	2569892	pan	24	11
2862	175828	hard-core	24	11
7650	453376	soft-core	24	11
284059	1752519	accessory	24	11
222527	363997	exclusive	24	11
493822	2435815	pan	24	12
2768	166238	hard-core	24	12
7566	436674	soft-core	24	12
269815	1651016	accessory	24	12
216441	348125	exclusive	24	12
469217	2235003	pan	24	13
1544	87237	hard-core	24	13
6498	355064	soft-core	24	13
269051	1613927	accessory	24	13
193668	266012	exclusive	24	13
514446	2566845	pan	24	14
2342	145303	hard-core	24	14
7184	427460	soft-core	24	14
292712	1794760	accessory	24	14
214550	344625	exclusive	24	14
514862	2565896	pan	24	15
2350	150734	hard-core	24	15
7314	433329	soft-core	24	15
286925	1776319	accessory	24	15
220623	356248	exclusive	24	15
502972	2439574	pan	24	16
2351	141004	hard-core	24	16
6671	385542	soft-core	24	16
274488	1696964	accessory	24	16
221813	357068	exclusive	24	16
463549	2158189	pan	24	17
1521	86267	hard-core	24	17
6405	349956	soft-core	24	17
257778	1543438	accessory	24	17
199366	264795	exclusive	24	17
470046	2295599	pan	24	18
1874	112222	hard-core	24	18
7029	401849	soft-core	24	18
268853	1631751	accessory	24	18
194164	261999	exclusive	24	18
505811	2401470	pan	24	19
1822	109383	hard-core	24	19
6583	378652	soft-core	24	19
272418	1660431	accessory	24	19
226810	362387	exclusive	24	19
529351	2754795	pan	25	0
2823	190824	hard-core	25	0
7983	493160	soft-core	25	0
309174	1911204	accessory	25	0
212194	350431	exclusive	25	0
521001	2654219	pan	25	1
2328	148813	hard-core	25	1
7797	470865	soft-core	25	1
299682	1837426	accessory	25	1
213522	345928	exclusive	25	1
515351	2592241	pan	25	2
2255	142524	hard-core	25	2
7614	451285	soft-core	25	2
295269	1800466	accessory	25	2
212468	340490	exclusive	25	2
526368	2702538	pan	25	3
2826	186931	hard-core	25	3
8185	497153	soft-core	25	3
303273	1855470	accessory	25	3
214910	349915	exclusive	25	3
479283	2403498	pan	25	4
2288	139062	hard-core	25	4
7711	448914	soft-core	25	4
280326	1695222	accessory	25	4
191246	259362	exclusive	25	4
492088	2381204	pan	25	5
2083	126043	hard-core	25	5
7341	420487	soft-core	25	5
269040	1620339	accessory	25	5
215707	340378	exclusive	25	5
486291	2525785	pan	25	6
2423	151496	hard-core	25	6
7687	454437	soft-core	25	6
300884	1819103	accessory	25	6
177720	252245	exclusive	25	6
525359	2706280	pan	25	7
2009	130835	hard-core	25	7
7965	486967	soft-core	25	7
300910	1864592	accessory	25	7
216484	354721	exclusive	25	7
483136	2459534	pan	25	8
1692	104166	hard-core	25	8
7228	423398	soft-core	25	8
286516	1773164	accessory	25	8
189392	262972	exclusive	25	8
446486	2170832	pan	25	9
1964	119484	hard-core	25	9
7316	410243	soft-core	25	9
247913	1512309	accessory	25	9
191257	248280	exclusive	25	9
537886	2856547	pan	25	10
2723	181715	hard-core	25	10
8286	515054	soft-core	25	10
321556	1987376	accessory	25	10
208044	354117	exclusive	25	10
535462	2927789	pan	25	11
2032	137704	hard-core	25	11
8825	553132	soft-core	25	11
325598	2032155	accessory	25	11
201039	342502	exclusive	25	11
502376	2415101	pan	25	12
1516	93932	hard-core	25	12
7168	412829	soft-core	25	12
276108	1653746	accessory	25	12
219100	348526	exclusive	25	12
456823	2275622	pan	25	13
2200	136069	hard-core	25	13
7615	432921	soft-core	25	13
262276	1597743	accessory	25	13
186932	244958	exclusive	25	13
512837	2568788	pan	25	14
1872	119317	hard-core	25	14
7488	445683	soft-core	25	14
289356	1776790	accessory	25	14
215993	346315	exclusive	25	14
516784	2608668	pan	25	15
1813	116132	hard-core	25	15
7689	459244	soft-core	25	15
295260	1804603	accessory	25	15
213835	344821	exclusive	25	15
491571	2664635	pan	25	16
2812	181682	hard-core	25	16
8366	512109	soft-core	25	16
305357	1899530	accessory	25	16
177848	252996	exclusive	25	16
472301	2353029	pan	25	17
2714	170964	hard-core	25	17
7825	456191	soft-core	25	17
272390	1638997	accessory	25	17
192086	257841	exclusive	25	17
520408	2711400	pan	25	18
1796	118724	hard-core	25	18
7633	470159	soft-core	25	18
300413	1891973	accessory	25	18
212362	349268	exclusive	25	18
485392	2592233	pan	25	19
3341	218108	hard-core	25	19
8362	502874	soft-core	25	19
298565	1838437	accessory	25	19
178465	250922	exclusive	25	19
517286	2673138	pan	26	0
2734	176233	hard-core	26	0
7919	491363	soft-core	26	0
294718	1831837	accessory	26	0
214649	349938	exclusive	26	0
521483	2656452	pan	26	1
1555	102173	hard-core	26	1
6949	425861	soft-core	26	1
307364	1896637	accessory	26	1
207170	333954	exclusive	26	1
520629	2675894	pan	26	2
2050	138210	hard-core	26	2
7601	472897	soft-core	26	2
302710	1864768	accessory	26	2
210318	338229	exclusive	26	2
510797	2538551	pan	26	3
1619	103776	hard-core	26	3
7051	426039	soft-core	26	3
286376	1765378	accessory	26	3
217370	347134	exclusive	26	3
507975	2603069	pan	26	4
1910	129677	hard-core	26	4
7370	455654	soft-core	26	4
290267	1814601	accessory	26	4
210338	332814	exclusive	26	4
481282	2513424	pan	26	5
2672	168450	hard-core	26	5
7906	481880	soft-core	26	5
289336	1776367	accessory	26	5
184040	255177	exclusive	26	5
479682	2452741	pan	26	6
1677	109638	hard-core	26	6
7133	439414	soft-core	26	6
279906	1750178	accessory	26	6
192643	263149	exclusive	26	6
516551	2570642	pan	26	7
1543	98677	hard-core	26	7
6905	416884	soft-core	26	7
293675	1806806	accessory	26	7
215971	346952	exclusive	26	7
499215	2774625	pan	26	8
2746	182670	hard-core	26	8
7887	502075	soft-core	26	8
322290	2026211	accessory	26	8
169038	246339	exclusive	26	8
523287	2729178	pan	26	9
1816	119291	hard-core	26	9
7766	482605	soft-core	26	9
306953	1907857	accessory	26	9
208568	338716	exclusive	26	9
471034	2470365	pan	26	10
2362	150393	hard-core	26	10
7887	480530	soft-core	26	10
277798	1743277	accessory	26	10
185349	246558	exclusive	26	10
486305	2491327	pan	26	11
2186	140936	hard-core	26	11
7450	458094	soft-core	26	11
284480	1766536	accessory	26	11
194375	266697	exclusive	26	11
482189	2474755	pan	26	12
1819	115056	hard-core	26	12
7547	457115	soft-core	26	12
286800	1759135	accessory	26	12
187842	258505	exclusive	26	12
517728	2630056	pan	26	13
1693	110149	hard-core	26	13
7272	449610	soft-core	26	13
292645	1826692	accessory	26	13
217811	353754	exclusive	26	13
476208	2527942	pan	26	14
3474	234565	hard-core	26	14
8296	514865	soft-core	26	14
285931	1762529	accessory	26	14
181981	250548	exclusive	26	14
487213	2628462	pan	26	15
2374	152831	hard-core	26	15
7798	481331	soft-core	26	15
302852	1902199	accessory	26	15
176563	244932	exclusive	26	15
478597	2385970	pan	26	16
1838	115223	hard-core	26	16
7620	453113	soft-core	26	16
263147	1602910	accessory	26	16
207830	329947	exclusive	26	16
480173	2447327	pan	26	17
1668	103842	hard-core	26	17
7238	434510	soft-core	26	17
286390	1761601	accessory	26	17
186545	251216	exclusive	26	17
487435	2542558	pan	26	18
2043	139566	hard-core	26	18
7634	476181	soft-core	26	18
286641	1801329	accessory	26	18
193160	265048	exclusive	26	18
535954	2818073	pan	26	19
2247	149659	hard-core	26	19
7465	473931	soft-core	26	19
318162	1993711	accessory	26	19
210327	350431	exclusive	26	19
530140	2797524	pan	27	0
2645	186031	hard-core	27	0
7549	491430	soft-core	27	0
312096	1961543	accessory	27	0
210495	344551	exclusive	27	0
474576	2398649	pan	27	1
2000	127306	hard-core	27	1
6931	428288	soft-core	27	1
273497	1706995	accessory	27	1
194148	263366	exclusive	27	1
525705	2787889	pan	27	2
2613	173956	hard-core	27	2
7743	496082	soft-core	27	2
313287	1948820	accessory	27	2
204675	342987	exclusive	27	2
509489	2631548	pan	27	3
2114	140842	hard-core	27	3
7202	457750	soft-core	27	3
290736	1837262	accessory	27	3
211551	336536	exclusive	27	3
526884	2796892	pan	27	4
1753	120968	hard-core	27	4
7352	480121	soft-core	27	4
311735	1977100	accessory	27	4
207797	339671	exclusive	27	4
479419	2642255	pan	27	5
3240	228154	hard-core	27	5
7925	517089	soft-core	27	5
296322	1884291	accessory	27	5
175172	240875	exclusive	27	5
530855	2812134	pan	27	6
1725	119854	hard-core	27	6
7357	480502	soft-core	27	6
313408	1983686	accessory	27	6
210090	347946	exclusive	27	6
530408	2769195	pan	27	7
2211	148590	hard-core	27	7
7336	476031	soft-core	27	7
310216	1942909	accessory	27	7
212856	350255	exclusive	27	7
540829	2932224	pan	27	8
2253	163768	hard-core	27	8
7711	514460	soft-core	27	8
327076	2071641	accessory	27	8
206042	346123	exclusive	27	8
448384	2308420	pan	27	9
1767	111784	hard-core	27	9
7317	447387	soft-core	27	9
257270	1618379	accessory	27	9
183797	242654	exclusive	27	9
507721	2613528	pan	27	10
1531	103451	hard-core	27	10
6892	436646	soft-core	27	10
293075	1847357	accessory	27	10
207754	329525	exclusive	27	10
526814	2827707	pan	27	11
2314	162741	hard-core	27	11
7520	497682	soft-core	27	11
313427	1993525	accessory	27	11
205867	336500	exclusive	27	11
478056	2473496	pan	27	12
1751	115900	hard-core	27	12
7040	440682	soft-core	27	12
285225	1784564	accessory	27	12
185791	248250	exclusive	27	12
508361	2713891	pan	27	13
3309	234825	hard-core	27	13
7971	521167	soft-core	27	13
289060	1848748	accessory	27	13
211330	343976	exclusive	27	13
511468	2631403	pan	27	14
1636	109647	hard-core	27	14
7121	450775	soft-core	27	14
295639	1848512	accessory	27	14
208708	332116	exclusive	27	14
519823	2641133	pan	27	15
2056	136841	hard-core	27	15
7092	448633	soft-core	27	15
297257	1843158	accessory	27	15
215474	349342	exclusive	27	15
465330	2400650	pan	27	16
1569	102766	hard-core	27	16
6954	431431	soft-core	27	16
267615	1715121	accessory	27	16
190761	254098	exclusive	27	16
507835	2620118	pan	27	17
1800	120267	hard-core	27	17
7373	470225	soft-core	27	17
285298	1802214	accessory	27	17
215164	347679	exclusive	27	17
459540	2285455	pan	27	18
1600	100565	hard-core	27	18
7130	429517	soft-core	27	18
259739	1603685	accessory	27	18
192671	252253	exclusive	27	18
539258	2891378	pan	27	19
2149	148389	hard-core	27	19
7341	480953	soft-core	27	19
325628	2065417	accessory	27	19
206289	345008	exclusive	27	19
502959	2593002	pan	28	0
1641	111271	hard-core	28	0
6682	434939	soft-core	28	0
284269	1819250	accessory	28	0
212008	338813	exclusive	28	0
539892	2954443	pan	28	1
1839	130352	hard-core	28	1
7357	500940	soft-core	28	1
332077	2116621	accessory	28	1
200458	336882	exclusive	28	1
487468	2561270	pan	28	2
1445	98962	hard-core	28	2
6359	411546	soft-core	28	2
282986	1835790	accessory	28	2
198123	313934	exclusive	28	2
539741	2921633	pan	28	3
1578	114220	hard-core	28	3
6969	472520	soft-core	28	3
330318	2111166	accessory	28	3
202454	337947	exclusive	28	3
521428	2865916	pan	28	4
3296	241534	hard-core	28	4
7895	536094	soft-core	28	4
308536	1989107	accessory	28	4
204997	340715	exclusive	28	4
510532	2808636	pan	28	5
1495	106122	hard-core	28	5
7022	469547	soft-core	28	5
326704	2088957	accessory	28	5
176806	250132	exclusive	28	5
545387	2942004	pan	28	6
1484	106213	hard-core	28	6
6822	462608	soft-core	28	6
335975	2138595	accessory	28	6
202590	340801	exclusive	28	6
517001	2922335	pan	28	7
1873	137084	hard-core	28	7
7256	495117	soft-core	28	7
337709	2173647	accessory	28	7
172036	253571	exclusive	28	7
506553	2705838	pan	28	8
1577	108694	hard-core	28	8
6948	458675	soft-core	28	8
311945	1981943	accessory	28	8
187660	265220	exclusive	28	8
491152	2727060	pan	28	9
2713	189440	hard-core	28	9
7540	505185	soft-core	28	9
310448	1980694	accessory	28	9
173164	241181	exclusive	28	9
466077	2443786	pan	28	10
2042	135678	hard-core	28	10
6845	438837	soft-core	28	10
274208	1759983	accessory	28	10
185024	244966	exclusive	28	10
513974	2954658	pan	28	11
1683	121373	hard-core	28	11
7178	491010	soft-core	28	11
340047	2216710	accessory	28	11
166749	246938	exclusive	28	11
543548	3130373	pan	28	12
2444	177910	hard-core	28	12
7547	529740	soft-core	28	12
343748	2264939	accessory	28	12
192253	335694	exclusive	28	12
546015	3044129	pan	28	13
2713	204197	hard-core	28	13
7778	539127	soft-core	28	13
340429	2169031	accessory	28	13
197808	335971	exclusive	28	13
547693	3002419	pan	28	14
1463	106354	hard-core	28	14
6903	469336	soft-core	28	14
347551	2200477	accessory	28	14
193239	332606	exclusive	28	14
538709	2911835	pan	28	15
1743	125554	hard-core	28	15
7222	492138	soft-core	28	15
322768	2071403	accessory	28	15
208719	348294	exclusive	28	15
537861	2960681	pan	28	16
2432	173664	hard-core	28	16
7454	513243	soft-core	28	16
325265	2101616	accessory	28	16
205142	345822	exclusive	28	16
535721	2901065	pan	28	17
2262	160179	hard-core	28	17
7268	492805	soft-core	28	17
321039	2064974	accessory	28	17
207414	343286	exclusive	28	17
490557	2588152	pan	28	18
1753	119056	hard-core	28	18
6944	452429	soft-core	28	18
297834	1876894	accessory	28	18
185779	258829	exclusive	28	18
486667	2592632	pan	28	19
1681	112408	hard-core	28	19
6925	450854	soft-core	28	19
294784	1888472	accessory	28	19
184958	253306	exclusive	28	19
498355	2739023	pan	29	0
2037	144802	hard-core	29	0
7019	481018	soft-core	29	0
308196	2000743	accessory	29	0
183140	257262	exclusive	29	0
555262	3264497	pan	29	1
1776	133963	hard-core	29	1
7266	524745	soft-core	29	1
363940	2411701	accessory	29	1
184056	328051	exclusive	29	1
521761	2828434	pan	29	2
2032	145124	hard-core	29	2
6958	482095	soft-core	29	2
310789	2013115	accessory	29	2
204014	333224	exclusive	29	2
521616	2772666	pan	29	3
2038	146002	hard-core	29	3
6866	468532	soft-core	29	3
307983	1968323	accessory	29	3
206767	335811	exclusive	29	3
506427	2775219	pan	29	4
1967	136808	hard-core	29	4
6896	471291	soft-core	29	4
315757	2041411	accessory	29	4
183774	262517	exclusive	29	4
535045	2855088	pan	29	5
1510	110230	hard-core	29	5
6681	462262	soft-core	29	5
321339	2051575	accessory	29	5
207025	341251	exclusive	29	5
547017	3082891	pan	29	6
1555	118463	hard-core	29	6
6891	493736	soft-core	29	6
344057	2255938	accessory	29	6
196069	333217	exclusive	29	6
512643	2965084	pan	29	7
1714	126150	hard-core	29	7
7190	509706	soft-core	29	7
337719	2209527	accessory	29	7
167734	245851	exclusive	29	7
533035	2903695	pan	29	8
1854	140537	hard-core	29	8
7022	491361	soft-core	29	8
321964	2075171	accessory	29	8
204049	337163	exclusive	29	8
518073	2790565	pan	29	9
1616	115028	hard-core	29	9
6857	467585	soft-core	29	9
307210	1994361	accessory	29	9
204006	328619	exclusive	29	9
508072	2870560	pan	29	10
2279	165446	hard-core	29	10
7199	503705	soft-core	29	10
322312	2112950	accessory	29	10
178561	253905	exclusive	29	10
500421	2804165	pan	29	11
1782	129041	hard-core	29	11
7115	492091	soft-core	29	11
319322	2066200	accessory	29	11
173984	245874	exclusive	29	11
527618	2868788	pan	29	12
1503	109398	hard-core	29	12
6681	462679	soft-core	29	12
317280	2074931	accessory	29	12
203657	331178	exclusive	29	12
505704	2760437	pan	29	13
1604	112757	hard-core	29	13
6934	472422	soft-core	29	13
314540	2028986	accessory	29	13
184230	259029	exclusive	29	13
